redgauntlet;by;sir;
bounty;of;providence;
of;providence;hath;
providence;hath;stocked;
hath;stocked;the;
stocked;the;earth;
the;earth;for;
earth;for;the;
for;the;good;
the;good;of;
good;of;man;
of;man;but;
man;but;in;
but;in;making;
in;making;their;
making;their;protracted;
their;protracted;agony;
protracted;agony;a;
agony;a;principle;
a;principle;of;
principle;of;delight;
of;delight;and;
delight;and;enjoyment;
and;enjoyment;i;
enjoyment;i;do;
i;do;indeed;
do;indeed;cause;
indeed;cause;these;
cause;these;fisheries;
these;fisheries;to;
fisheries;to;be;
to;be;conducted;
be;conducted;for;
conducted;for;the;
for;the;necessary;
the;necessary;taking;
necessary;taking;killing;
taking;killing;and;
killing;and;selling;
and;selling;the;
selling;the;fish;
the;fish;and;
fish;and;in;
and;in;the;
in;the;same;
the;same;way;
same;way;were;
way;were;i;
were;i;a;
i;a;farmer;
a;farmer;i;
farmer;i;should;
i;should;send;
should;send;my;
send;my;lambs;
my;lambs;to;
lambs;to;market;
to;market;but;
market;but;i;
but;i;should;
i;should;as;
should;as;soon;
as;soon;think;
soon;think;of;
think;of;contriving;
of;contriving;myself;
contriving;myself;a;
myself;a;sport;
a;sport;and;
sport;and;amusement;
and;amusement;out;
amusement;out;of;
out;of;the;
of;the;trade;
the;trade;of;
trade;of;the;
of;the;butcher;
the;butcher;as;
butcher;as;out;
as;out;of;
out;of;that;
of;that;of;
that;of;the;
of;the;fisher;
the;fisher;we;
fisher;we;argued;
we;argued;the;
argued;the;point;
the;point;no;
point;no;further;
no;further;for;
further;for;though;
for;though;i;
though;i;thought;
i;thought;his;
thought;his;arguments;
his;arguments;a;
arguments;a;little;
a;little;too;
little;too;high-strained;
too;high-strained;yet;
high-strained;yet;as;
yet;as;my;
as;my;mind;
my;mind;acquitted;
mind;acquitted;me;
acquitted;me;of;
me;of;having;
of;having;taken;
having;taken;delight;
taken;delight;in;
delight;in;aught;
in;aught;but;
aught;but;the;
but;the;theory;
the;theory;of;
theory;of;field-sports;
of;field-sports;i;
field-sports;i;did;
i;did;not;
did;not;think;
not;think;myself;
think;myself;called;
myself;called;upon;
called;upon;stubbornly;
upon;stubbornly;to;
stubbornly;to;advocate;
to;advocate;a;
advocate;a;practice;
a;practice;which;
practice;which;had;
which;had;afforded;
had;afforded;me;
afforded;me;so;
me;so;little;
so;little;pleasure;
little;pleasure;we;
pleasure;we;had;
we;had;by;
had;by;this;
by;this;time;
this;time;arrived;
time;arrived;at;
arrived;at;the;
at;the;remains;
the;remains;of;
remains;of;an;
of;an;old;
an;old;finger-post;
old;finger-post;which;
finger-post;which;my;
which;my;host;
my;host;had;
host;had;formerly;
had;formerly;pointed;
formerly;pointed;out;
pointed;out;as;
out;as;a;
as;a;landmark;
a;landmark;here;
landmark;here;a;
here;a;ruinous;
a;ruinous;wooden;
ruinous;wooden;bridge;
wooden;bridge;supported;
bridge;supported;by;
supported;by;long;
by;long;posts;
long;posts;resembling;
posts;resembling;crutches;
resembling;crutches;served;
crutches;served;me;
served;me;to;
me;to;get;
to;get;across;
get;across;the;
across;the;water;
the;water;while;
water;while;my;
while;my;new;
my;new;friend;
new;friend;sought;
friend;sought;a;
sought;a;ford;
a;ford;a;
ford;a;good;
a;good;way;
good;way;higher;
way;higher;up;
higher;up;for;
up;for;the;
for;the;stream;
the;stream;was;
stream;was;considerably;
was;considerably;swelled;
considerably;swelled;as;
swelled;as;i;
as;i;paused;
i;paused;for;
paused;for;his;
for;his;rejoining;
his;rejoining;me;
rejoining;me;i;
me;i;observed;
i;observed;an;
observed;an;angler;
an;angler;at;
angler;at;a;
at;a;little;
a;little;distance;
little;distance;pouching;
distance;pouching;trout;
pouching;trout;after;
trout;after;trout;
after;trout;as;
trout;as;fast;
as;fast;almost;
fast;almost;as;
almost;as;he;
as;he;could;
he;could;cast;
could;cast;his;
cast;his;line;
his;line;and;
line;and;i;
and;i;own;
i;own;in;
own;in;spite;
in;spite;of;
spite;of;joshuas;
of;joshuas;lecture;
joshuas;lecture;on;
lecture;on;humanity;
on;humanity;i;
humanity;i;could;
i;could;not;
could;not;but;
not;but;envy;
but;envy;his;
envy;his;adroitness;
his;adroitness;and;
adroitness;and;success;
and;success;so;
success;so;natural;
so;natural;is;
natural;is;the;
is;the;love;
the;love;of;
love;of;sport;
of;sport;to;
sport;to;our;
to;our;minds;
our;minds;or;
minds;or;so;
or;so;easily;
so;easily;are;
easily;are;we;
are;we;taught;
we;taught;to;
taught;to;assimilate;
to;assimilate;success;
assimilate;success;in;
success;in;field-sports;
in;field-sports;with;
field-sports;with;ideas;
with;ideas;of;
ideas;of;pleasure;
of;pleasure;and;
pleasure;and;with;
and;with;the;
with;the;praise;
the;praise;due;
praise;due;to;
due;to;address;
to;address;and;
address;and;agility;
and;agility;i;
agility;i;soon;
i;soon;recognized;
soon;recognized;in;
recognized;in;the;
in;the;successful;
the;successful;angler;
successful;angler;little;
angler;little;benjie;
little;benjie;who;
benjie;who;had;
who;had;been;
had;been;my;
been;my;guide;
my;guide;and;
guide;and;tutor;
and;tutor;in;
tutor;in;that;
in;that;gentle;
that;gentle;art;
gentle;art;as;
art;as;you;
as;you;have;
you;have;learned;
have;learned;from;
learned;from;my;
from;my;former;
my;former;letters;
former;letters;i;
letters;i;called--i;
i;called--i;whistled--the;
called--i;whistled--the;rascal;
whistled--the;rascal;recognized;
rascal;recognized;me;
recognized;me;and;
me;and;starting;
and;starting;like;
starting;like;a;
like;a;guilty;
a;guilty;thing;
guilty;thing;seemed;
thing;seemed;hesitating;
seemed;hesitating;whether;
hesitating;whether;to;
whether;to;approach;
to;approach;or;
approach;or;to;
or;to;run;
to;run;away;
run;away;and;
away;and;when;
and;when;he;
when;he;determined;
he;determined;on;
determined;on;the;
on;the;former;
the;former;it;
former;it;was;
it;was;to;
was;to;assail;
to;assail;me;
assail;me;with;
me;with;a;
with;a;loud;
a;loud;clamorous;
loud;clamorous;and;
clamorous;and;exaggerated;
and;exaggerated;report;
exaggerated;report;of;
report;of;the;
of;the;anxiety;
the;anxiety;of;
anxiety;of;all;
of;all;at;
all;at;the;
at;the;shepherds;
the;shepherds;bush;
shepherds;bush;for;
bush;for;my;
for;my;personal;
my;personal;safety;
personal;safety;how;
safety;how;my;
how;my;landlady;
my;landlady;had;
landlady;had;wept;
had;wept;how;
wept;how;sam;
how;sam;and;
sam;and;the;
and;the;ostler;
the;ostler;had;
ostler;had;not;
had;not;the;
not;the;heart;
the;heart;to;
heart;to;go;
to;go;to;
go;to;bed;
to;bed;but;
bed;but;sat;
but;sat;up;
sat;up;all;
up;all;night;
all;night;drinking--and;
night;drinking--and;how;
drinking--and;how;he;
how;he;himself;
he;himself;had;
himself;had;been;
had;been;up;
been;up;long;
up;long;before;
long;before;daybreak;
before;daybreak;to;
daybreak;to;go;
to;go;in;
go;in;quest;
in;quest;of;
quest;of;me;
of;me;and;
me;and;you;
and;you;were;
you;were;switching;
were;switching;the;
switching;the;water;
the;water;i;
water;i;suppose;
i;suppose;said;
suppose;said;i;
said;i;to;
i;to;discover;
to;discover;my;
discover;my;dead;
my;dead;body;
dead;body;this;
body;this;observation;
this;observation;produced;
observation;produced;a;
produced;a;long;
a;long;na--a--a;
long;na--a--a;of;
na--a--a;of;acknowledged;
of;acknowledged;detection;
acknowledged;detection;but;
detection;but;with;
but;with;his;
with;his;natural;
his;natural;impudence;
natural;impudence;and;
impudence;and;confidence;
and;confidence;in;
confidence;in;my;
in;my;good;
my;good;nature;
good;nature;he;
nature;he;immediately;
he;immediately;added;
immediately;added;that;
added;that;he;
that;he;thought;
he;thought;i;
thought;i;would;
i;would;like;
would;like;a;
like;a;fresh;
a;fresh;trout;
fresh;trout;or;
trout;or;twa;
or;twa;for;
twa;for;breakfast;
for;breakfast;and;
breakfast;and;the;
and;the;water;
the;water;being;
water;being;in;
being;in;such;
in;such;a;
such;a;rare;
a;rare;trim;
rare;trim;for;
trim;for;the;
for;the;saumon;
the;saumon;raun;
saumon;raun;the;
raun;the;bait;
the;bait;made;
bait;made;of;
made;of;salmon-roe;
of;salmon-roe;salted;
salmon-roe;salted;and;
salted;and;preserved;
and;preserved;in;
preserved;in;a;
in;a;swollen;
a;swollen;river;
swollen;river;and;
river;and;about;
and;about;the;
about;the;month;
the;month;of;
month;of;october;
of;october;it;
october;it;is;
it;is;a;
is;a;most;
a;most;deadly;
most;deadly;bait;
deadly;bait;he;
bait;he;couldna;
he;couldna;help;
couldna;help;taking;
help;taking;a;
taking;a;cast;
a;cast;while;
cast;while;we;
while;we;were;
we;were;engaged;
were;engaged;in;
engaged;in;this;
in;this;discussion;
this;discussion;the;
discussion;the;honest;
the;honest;quaker;
honest;quaker;returned;
quaker;returned;to;
returned;to;the;
to;the;farther;
the;farther;end;
farther;end;of;
end;of;the;
of;the;wooden;
the;wooden;bridge;
wooden;bridge;to;
bridge;to;tell;
to;tell;me;
tell;me;he;
me;he;could;
he;could;not;
could;not;venture;
not;venture;to;
venture;to;cross;
to;cross;the;
cross;the;brook;
the;brook;in;
brook;in;its;
in;its;present;
its;present;state;
present;state;but;
state;but;would;
but;would;be;
would;be;under;
be;under;the;
under;the;necessity;
the;necessity;to;
necessity;to;ride;
to;ride;round;
ride;round;by;
round;by;the;
by;the;stone;
the;stone;bridge;
stone;bridge;which;
bridge;which;was;
which;was;a;
was;a;mile;
a;mile;and;
mile;and;a;
and;a;half;
a;half;higher;
half;higher;up;
higher;up;than;
up;than;his;
than;his;own;
his;own;house;
own;house;he;
house;he;was;
he;was;about;
was;about;to;
about;to;give;
to;give;me;
give;me;directions;
me;directions;how;
directions;how;to;
how;to;proceed;
to;proceed;without;
proceed;without;him;
without;him;and;
him;and;inquire;
and;inquire;for;
inquire;for;his;
for;his;sister;
his;sister;when;
sister;when;i;
when;i;suggested;
i;suggested;to;
suggested;to;him;
to;him;that;
him;that;if;
that;if;he;
if;he;pleased;
he;pleased;to;
pleased;to;trust;
to;trust;his;
trust;his;horse;
his;horse;to;
horse;to;little;
to;little;benjie;
little;benjie;the;
benjie;the;boy;
the;boy;might;
boy;might;carry;
might;carry;him;
carry;him;round;
him;round;by;
round;by;the;
by;the;bridge;
the;bridge;while;
bridge;while;we;
while;we;walked;
we;walked;the;
walked;the;shorter;
the;shorter;and;
shorter;and;more;
and;more;pleasant;
more;pleasant;road;
pleasant;road;joshua;
road;joshua;shook;
joshua;shook;his;
shook;his;head;
his;head;for;
head;for;he;
for;he;was;
he;was;well;
was;well;acquainted;
well;acquainted;with;
acquainted;with;benjie;
with;benjie;who;
benjie;who;he;
who;he;said;
he;said;was;
said;was;the;
was;the;naughtiest;
the;naughtiest;varlet;
naughtiest;varlet;in;
varlet;in;the;
in;the;whole;
the;whole;neighbourhood;
whole;neighbourhood;nevertheless;
neighbourhood;nevertheless;rather;
nevertheless;rather;than;
rather;than;part;
than;part;company;
part;company;he;
company;he;agreed;
he;agreed;to;
agreed;to;put;
to;put;the;
put;the;pony;
the;pony;under;
pony;under;his;
under;his;charge;
his;charge;for;
charge;for;a;
for;a;short;
a;short;season;
short;season;with;
season;with;many;
with;many;injunctions;
many;injunctions;that;
injunctions;that;he;
that;he;should;
he;should;not;
should;not;attempt;
not;attempt;to;
attempt;to;mount;
to;mount;but;
mount;but;lead;
but;lead;the;
lead;the;pony;
the;pony;even;
pony;even;solomon;
even;solomon;by;
solomon;by;the;
by;the;bridle;
the;bridle;under;
bridle;under;the;
under;the;assurances;
the;assurances;of;
assurances;of;sixpence;
of;sixpence;in;
sixpence;in;case;
in;case;of;
case;of;proper;
of;proper;demeanour;
proper;demeanour;and;
demeanour;and;penalty;
and;penalty;that;
penalty;that;if;
that;if;he;
if;he;transgressed;
he;transgressed;the;
transgressed;the;orders;
the;orders;given;
orders;given;him;
given;him;verily;
him;verily;he;
verily;he;would;
he;would;be;
would;be;scourged;
be;scourged;promises;
scourged;promises;cost;
promises;cost;benjie;
cost;benjie;nothing;
benjie;nothing;and;
nothing;and;he;
and;he;showered;
he;showered;them;
showered;them;out;
them;out;wholesale;
out;wholesale;till;
wholesale;till;the;
till;the;quaker;
the;quaker;at;
quaker;at;length;
at;length;yielded;
length;yielded;up;
yielded;up;the;
up;the;bridle;
the;bridle;to;
bridle;to;him;
to;him;repeating;
him;repeating;his;
repeating;his;charges;
his;charges;and;
charges;and;enforcing;
and;enforcing;them;
enforcing;them;by;
them;by;holding;
by;holding;up;
holding;up;his;
up;his;forefinger;
his;forefinger;on;
forefinger;on;my;
on;my;part;
my;part;i;
part;i;called;
i;called;to;
called;to;benjie;
to;benjie;to;
benjie;to;leave;
to;leave;the;
leave;the;fish;
the;fish;he;
fish;he;had;
he;had;taken;
had;taken;at;
taken;at;mount;
at;mount;sharon;
mount;sharon;making;
sharon;making;at;
making;at;the;
at;the;same;
the;same;time;
same;time;an;
time;an;apologetic;
an;apologetic;countenance;
apologetic;countenance;to;
countenance;to;my;
to;my;new;
my;new;friend;
new;friend;not;
friend;not;being;
not;being;quite;
being;quite;aware;
quite;aware;whether;
aware;whether;the;
whether;the;compliment;
the;compliment;would;
compliment;would;be;
would;be;agreeable;
be;agreeable;to;
agreeable;to;such;
to;such;a;
such;a;condemner;
a;condemner;of;
condemner;of;field-sports;
of;field-sports;he;
field-sports;he;understood;
he;understood;me;
understood;me;at;
me;at;once;
at;once;and;
once;and;reminded;
and;reminded;me;
reminded;me;of;
me;of;the;
of;the;practical;
the;practical;distinction;
practical;distinction;betwixt;
distinction;betwixt;catching;
betwixt;catching;the;
catching;the;animals;
the;animals;as;
animals;as;an;
as;an;object;
an;object;of;
object;of;cruel;
of;cruel;and;
cruel;and;wanton;
and;wanton;sport;
wanton;sport;and;
sport;and;eating;
and;eating;them;
eating;them;as;
them;as;lawful;
as;lawful;and;
lawful;and;gratifying;
and;gratifying;articles;
gratifying;articles;of;
articles;of;food;
of;food;after;
food;after;they;
after;they;were;
they;were;killed;
were;killed;on;
killed;on;the;
on;the;latter;
the;latter;point;
latter;point;he;
point;he;had;
he;had;no;
had;no;scruples;
no;scruples;but;
scruples;but;on;
but;on;the;
on;the;contrary;
the;contrary;assured;
contrary;assured;me;
assured;me;that;
me;that;this;
that;this;brook;
this;brook;contained;
brook;contained;the;
contained;the;real;
the;real;red;
real;red;trout;
red;trout;so;
trout;so;highly;
so;highly;esteemed;
highly;esteemed;by;
esteemed;by;all;
by;all;connoisseurs;
all;connoisseurs;and;
connoisseurs;and;that;
and;that;when;
that;when;eaten;
when;eaten;within;
eaten;within;an;
within;an;hour;
an;hour;of;
hour;of;their;
of;their;being;
their;being;caught;
being;caught;they;
caught;they;had;
they;had;a;
had;a;peculiar;
a;peculiar;firmness;
peculiar;firmness;of;
firmness;of;substance;
of;substance;and;
substance;and;delicacy;
and;delicacy;of;
delicacy;of;flavour;
of;flavour;which;
flavour;which;rendered;
which;rendered;them;
rendered;them;an;
them;an;agreeable;
an;agreeable;addition;
agreeable;addition;to;
addition;to;a;
to;a;morning;
a;morning;meal;
morning;meal;especially;
meal;especially;when;
especially;when;earned;
when;earned;like;
earned;like;ours;
like;ours;by;
ours;by;early;
by;early;rising;
early;rising;and;
rising;and;an;
and;an;hour;
an;hour;or;
hour;or;twos;
or;twos;wholesome;
twos;wholesome;exercise;
wholesome;exercise;but;
exercise;but;to;
but;to;thy;
to;thy;alarm;
thy;alarm;be;
alarm;be;it;
be;it;spoken;
it;spoken;alan;
spoken;alan;we;
alan;we;did;
we;did;not;
did;not;come;
not;come;so;
come;so;far;
so;far;as;
far;as;the;
as;the;frying;
the;frying;of;
frying;of;our;
of;our;fish;
our;fish;without;
fish;without;further;
without;further;adventure;
further;adventure;so;
adventure;so;it;
so;it;is;
it;is;only;
is;only;to;
only;to;spare;
to;spare;thy;
spare;thy;patience;
thy;patience;and;
patience;and;mine;
and;mine;own;
mine;own;eyes;
own;eyes;that;
eyes;that;i;
that;i;pull;
i;pull;up;
pull;up;for;
up;for;the;
for;the;present;
the;present;and;
present;and;send;
and;send;thee;
send;thee;the;
thee;the;rest;
the;rest;of;
rest;of;my;
of;my;story;
my;story;in;
story;in;a;
in;a;subsequent;
a;subsequent;letter;
subsequent;letter;letter;
letter;letter;vii;
letter;vii;the;
vii;the;same;
the;same;to;
same;to;the;
to;the;same;
the;same;in;
same;in;continuation;
in;continuation;little;
continuation;little;benjie;
little;benjie;with;
benjie;with;the;
with;the;pony;
the;pony;having;
pony;having;been;
having;been;sent;
been;sent;off;
sent;off;on;
off;on;the;
on;the;left;
the;left;side;
left;side;of;
side;of;the;
of;the;brook;
the;brook;the;
brook;the;quaker;
the;quaker;and;
quaker;and;i;
and;i;sauntered;
i;sauntered;on;
sauntered;on;like;
on;like;the;
like;the;cavalry;
the;cavalry;and;
cavalry;and;infantry;
and;infantry;of;
infantry;of;the;
of;the;same;
the;same;army;
same;army;occupying;
army;occupying;the;
occupying;the;opposite;
the;opposite;banks;
opposite;banks;of;
banks;of;a;
of;a;river;
a;river;and;
river;and;observing;
and;observing;the;
observing;the;same;
the;same;line;
same;line;of;
line;of;march;
of;march;but;
march;but;while;
but;while;my;
while;my;worthy;
my;worthy;companion;
worthy;companion;was;
companion;was;assuring;
was;assuring;me;
assuring;me;of;
me;of;a;
of;a;pleasant;
a;pleasant;greensward;
pleasant;greensward;walk;
greensward;walk;to;
walk;to;his;
to;his;mansion;
his;mansion;little;
mansion;little;benjie;
little;benjie;who;
benjie;who;had;
who;had;been;
had;been;charged;
been;charged;to;
charged;to;keep;
to;keep;in;
keep;in;sight;
in;sight;chose;
sight;chose;to;
chose;to;deviate;
to;deviate;from;
deviate;from;the;
from;the;path;
the;path;assigned;
path;assigned;him;
assigned;him;and;
him;and;turning;
and;turning;to;
turning;to;the;
to;the;right;
the;right;led;
right;led;his;
led;his;charge;
his;charge;solomon;
charge;solomon;out;
solomon;out;of;
out;of;our;
of;our;vision;
our;vision;the;
vision;the;villain;
the;villain;means;
villain;means;to;
means;to;mount;
to;mount;him;
mount;him;cried;
him;cried;joshua;
cried;joshua;with;
joshua;with;more;
with;more;vivacity;
more;vivacity;than;
vivacity;than;was;
than;was;consistent;
was;consistent;with;
consistent;with;his;
with;his;profession;
his;profession;of;
profession;of;passive;
of;passive;endurance;
passive;endurance;i;
endurance;i;endeavoured;
i;endeavoured;to;
endeavoured;to;appease;
to;appease;his;
appease;his;apprehensions;
his;apprehensions;as;
apprehensions;as;he;
as;he;pushed;
he;pushed;on;
pushed;on;wiping;
on;wiping;his;
wiping;his;brow;
his;brow;with;
brow;with;vexation;
with;vexation;assuring;
vexation;assuring;him;
assuring;him;that;
him;that;if;
that;if;the;
if;the;boy;
the;boy;did;
boy;did;mount;
did;mount;he;
mount;he;would;
he;would;for;
would;for;his;
for;his;own;
his;own;sake;
own;sake;ride;
sake;ride;gently;
ride;gently;you;
gently;you;do;
you;do;not;
do;not;know;
not;know;him;
know;him;said;
him;said;joshua;
said;joshua;rejecting;
joshua;rejecting;all;
rejecting;all;consolation;
all;consolation;he;
consolation;he;do;
he;do;anything;
do;anything;gently;
anything;gently;no;
gently;no;he;
no;he;will;
he;will;gallop;
will;gallop;solomon--he;
gallop;solomon--he;will;
solomon--he;will;misuse;
will;misuse;the;
misuse;the;sober;
the;sober;patience;
sober;patience;of;
patience;of;the;
of;the;poor;
the;poor;animal;
poor;animal;who;
animal;who;has;
who;has;borne;
has;borne;me;
borne;me;so;
me;so;long;
so;long;yes;
long;yes;i;
yes;i;was;
i;was;given;
was;given;over;
given;over;to;
over;to;my;
to;my;own;
my;own;devices;
own;devices;when;
devices;when;i;
when;i;ever;
i;ever;let;
ever;let;him;
let;him;touch;
him;touch;the;
touch;the;bridle;
the;bridle;for;
bridle;for;such;
for;such;a;
such;a;little;
a;little;miscreant;
little;miscreant;there;
miscreant;there;never;
there;never;was;
never;was;before;
was;before;him;
before;him;in;
him;in;this;
in;this;country;
this;country;he;
country;he;then;
he;then;proceeded;
then;proceeded;to;
proceeded;to;expatiate;
to;expatiate;on;
expatiate;on;every;
on;every;sort;
every;sort;of;
sort;of;rustic;
of;rustic;enormity;
rustic;enormity;of;
enormity;of;which;
of;which;he;
which;he;accused;
he;accused;benjie;
accused;benjie;he;
benjie;he;had;
he;had;been;
had;been;suspected;
been;suspected;of;
suspected;of;snaring;
of;snaring;partridges--was;
snaring;partridges--was;detected;
partridges--was;detected;by;
detected;by;joshua;
by;joshua;himself;
joshua;himself;in;
himself;in;liming;
in;liming;singing-birds--stood;
liming;singing-birds--stood;fully;
singing-birds--stood;fully;charged;
fully;charged;with;
charged;with;having;
with;having;worried;
having;worried;several;
worried;several;cats;
several;cats;by;
cats;by;aid;
by;aid;of;
aid;of;a;
of;a;lurcher;
a;lurcher;which;
lurcher;which;attended;
which;attended;him;
attended;him;and;
him;and;which;
and;which;was;
which;was;as;
was;as;lean;
as;lean;and;
lean;and;ragged;
and;ragged;and;
ragged;and;mischievous;
and;mischievous;as;
mischievous;as;his;
as;his;master;
his;master;finally;
master;finally;benjie;
finally;benjie;stood;
benjie;stood;accused;
stood;accused;of;
accused;of;having;
of;having;stolen;
having;stolen;a;
stolen;a;duck;
a;duck;to;
duck;to;hunt;
to;hunt;it;
hunt;it;with;
it;with;the;
with;the;said;
the;said;lurcher;
said;lurcher;which;
lurcher;which;was;
which;was;as;
was;as;dexterous;
as;dexterous;on;
dexterous;on;water;
on;water;as;
water;as;on;
as;on;land;
on;land;i;
land;i;chimed;
i;chimed;in;
chimed;in;with;
in;with;my;
with;my;friend;
my;friend;in;
friend;in;order;
in;order;to;
order;to;avoid;
to;avoid;giving;
avoid;giving;him;
giving;him;further;
him;further;irritation;
further;irritation;and;
irritation;and;declared;
and;declared;i;
declared;i;should;
i;should;be;
should;be;disposed;
be;disposed;from;
disposed;from;my;
from;my;own;
my;own;experience;
own;experience;to;
experience;to;give;
to;give;up;
give;up;benjie;
up;benjie;as;
benjie;as;one;
as;one;of;
one;of;satans;
of;satans;imps;
satans;imps;joshua;
imps;joshua;geddes;
joshua;geddes;began;
geddes;began;to;
began;to;censure;
to;censure;the;
censure;the;phrase;
the;phrase;as;
phrase;as;too;
as;too;much;
too;much;exaggerated;
much;exaggerated;and;
exaggerated;and;otherwise;
and;otherwise;unbecoming;
otherwise;unbecoming;the;
unbecoming;the;mouth;
the;mouth;of;
mouth;of;a;
of;a;reflecting;
a;reflecting;person;
reflecting;person;and;
person;and;just;
and;just;as;
just;as;i;
as;i;was;
i;was;apologizing;
was;apologizing;for;
apologizing;for;it;
for;it;as;
it;as;being;
as;being;a;
being;a;term;
a;term;of;
term;of;common;
of;common;parlance;
common;parlance;we;
parlance;we;heard;
we;heard;certain;
heard;certain;sounds;
certain;sounds;on;
sounds;on;the;
on;the;opposite;
the;opposite;side;
opposite;side;of;
side;of;the;
of;the;brook;
the;brook;which;
brook;which;seemed;
which;seemed;to;
seemed;to;indicate;
to;indicate;that;
indicate;that;solomon;
that;solomon;and;
solomon;and;benjie;
and;benjie;were;
benjie;were;at;
were;at;issue;
at;issue;together;
issue;together;the;
together;the;sandhills;
the;sandhills;behind;
sandhills;behind;which;
behind;which;benjie;
which;benjie;seemed;
benjie;seemed;to;
seemed;to;take;
to;take;his;
take;his;course;
his;course;had;
course;had;concealed;
had;concealed;from;
concealed;from;us;
from;us;as;
us;as;doubtless;
as;doubtless;he;
doubtless;he;meant;
he;meant;they;
meant;they;should;
they;should;his;
should;his;ascent;
his;ascent;into;
ascent;into;the;
into;the;forbidden;
the;forbidden;saddle;
forbidden;saddle;and;
saddle;and;putting;
and;putting;solomon;
putting;solomon;to;
solomon;to;his;
to;his;mettle;
his;mettle;which;
mettle;which;he;
which;he;was;
he;was;seldom;
was;seldom;called;
seldom;called;upon;
called;upon;to;
upon;to;exert;
to;exert;they;
exert;they;had;
they;had;cantered;
had;cantered;away;
cantered;away;together;
away;together;in;
together;in;great;
in;great;amity;
great;amity;till;
amity;till;they;
till;they;came;
they;came;near;
came;near;to;
near;to;the;
to;the;ford;
the;ford;from;
ford;from;which;
from;which;the;
which;the;palfreys;
the;palfreys;legitimate;
palfreys;legitimate;owner;
legitimate;owner;had;
owner;had;already;
had;already;turned;
already;turned;back;
turned;back;here;
back;here;a;
here;a;contest;
a;contest;of;
contest;of;opinions;
of;opinions;took;
opinions;took;place;
took;place;between;
place;between;the;
between;the;horse;
the;horse;and;
horse;and;his;
and;his;rider;
his;rider;the;
rider;the;latter;
the;latter;according;
latter;according;to;
according;to;his;
to;his;instructions;
his;instructions;attempted;
instructions;attempted;to;
attempted;to;direct;
to;direct;solomon;
direct;solomon;towards;
solomon;towards;the;
towards;the;distant;
the;distant;bridge;
distant;bridge;of;
bridge;of;stone;
of;stone;but;
stone;but;solomon;
but;solomon;opined;
solomon;opined;that;
opined;that;the;
that;the;ford;
the;ford;was;
ford;was;the;
was;the;shortest;
the;shortest;way;
shortest;way;to;
way;to;his;
to;his;own;
his;own;stable;
own;stable;the;
stable;the;point;
the;point;was;
point;was;sharply;
was;sharply;contested;
sharply;contested;and;
contested;and;we;
and;we;heard;
we;heard;benjie;
heard;benjie;gee-hupping;
benjie;gee-hupping;tchek-tcheking;
gee-hupping;tchek-tcheking;and;
tchek-tcheking;and;above;
and;above;all;
above;all;flogging;
all;flogging;in;
flogging;in;great;
in;great;style;
great;style;while;
style;while;solomon;
while;solomon;who;
solomon;who;docile;
who;docile;in;
docile;in;his;
in;his;general;
his;general;habits;
general;habits;was;
habits;was;now;
was;now;stirred;
now;stirred;beyond;
stirred;beyond;his;
beyond;his;patience;
his;patience;made;
patience;made;a;
made;a;great;
a;great;trampling;
great;trampling;and;
trampling;and;recalcitration;
and;recalcitration;and;
recalcitration;and;it;
and;it;was;
it;was;their;
was;their;joint;
their;joint;noise;
joint;noise;which;
noise;which;we;
which;we;heard;
we;heard;without;
heard;without;being;
without;being;able;
being;able;to;
able;to;see;
to;see;though;
see;though;joshua;
though;joshua;might;
joshua;might;too;
might;too;well;
too;well;guess;
well;guess;the;
guess;the;cause;
the;cause;of;
cause;of;it;
of;it;alarmed;
it;alarmed;at;
alarmed;at;these;
at;these;indications;
these;indications;the;
indications;the;quaker;
the;quaker;began;
quaker;began;to;
began;to;shout;
to;shout;out;
shout;out;benjie--thou;
out;benjie--thou;varlet;
benjie--thou;varlet;solomon--thou;
varlet;solomon--thou;fool;
solomon--thou;fool;when;
fool;when;the;
when;the;couple;
the;couple;presented;
couple;presented;themselves;
presented;themselves;in;
themselves;in;full;
in;full;drive;
full;drive;solomon;
drive;solomon;having;
solomon;having;now;
having;now;decidedly;
now;decidedly;obtained;
decidedly;obtained;the;
obtained;the;better;
the;better;of;
better;of;the;
of;the;conflict;
the;conflict;and;
conflict;and;bringing;
and;bringing;his;
bringing;his;unwilling;
his;unwilling;rider;
unwilling;rider;in;
rider;in;high;
in;high;career;
high;career;down;
career;down;to;
down;to;the;
to;the;ford;
the;ford;never;
ford;never;was;
never;was;there;
was;there;anger;
there;anger;changed;
anger;changed;so;
changed;so;fast;
so;fast;into;
fast;into;humane;
into;humane;fear;
humane;fear;as;
fear;as;that;
as;that;of;
that;of;my;
of;my;good;
my;good;companion;
good;companion;the;
companion;the;varlet;
the;varlet;will;
varlet;will;be;
will;be;drowned;
be;drowned;he;
drowned;he;exclaimed--a;
he;exclaimed--a;widows;
exclaimed--a;widows;son;
widows;son;her;
son;her;only;
her;only;son;
only;son;and;
son;and;drowned;
and;drowned;let;
drowned;let;me;
let;me;go--and;
me;go--and;he;
go--and;he;struggled;
he;struggled;with;
struggled;with;me;
with;me;stoutly;
me;stoutly;as;
stoutly;as;i;
as;i;hung;
i;hung;upon;
hung;upon;him;
upon;him;to;
him;to;prevent;
to;prevent;him;
prevent;him;from;
him;from;plunging;
from;plunging;into;
plunging;into;the;
into;the;ford;
